@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-V-R11,8,5,7,4,3,6,2,9,1,10,12'

@attribute alcohol numeric
@attribute density numeric
@attribute chlorides numeric
@attribute totalsulfur numeric
@attribute residualsugar numeric
@attribute citricacid numeric
@attribute freesulfur numeric
@attribute volacid numeric
@attribute pH numeric
@attribute fixedacid numeric
@attribute sulphates numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
8.9,0.9961,0.047,224,8.8,0.32,65,0.27,3.17,6.2,0.47,5
11.4,0.9936,0.028,87,6.5,0.3,27,0.35,3.4,7,0.42,7
11.1,0.992,0.032,156,1.8,0.37,60,0.23,3.11,7.3,0.35,6
10.4,0.9944,0.045,170,6.6,0.2,42,0.3,3.36,6.2,0.45,6
10.1,0.9944,0.034,117,5.7,0.2,18,0.35,3.33,6.4,0.43,5
11.9,0.9962,0.046,212,10,0.3,49,0.31,3.74,6.3,0.55,6
9,0.9986,0.055,205,14.4,0.28,55,0.25,3.12,7.2,0.38,7
9.4,0.9949,0.041,216,1.55,0.26,118.5,0.25,3.55,6.7,0.63,3
11.4,0.9915,0.034,123,1.3,0.25,28,0.16,3.27,7.1,0.55,6
9.7,0.9951,0.05,175,1.5,0.3,7,0.43,3.11,9,0.45,4
11.8,0.9927,0.04,213,4.2,0.3,41,0.24,3.28,7,0.49,6
10.2,0.9955,0.048,198,8.6,0.22,54,0.265,3.25,6.7,0.41,5
11,0.9928,0.036,132,3,0.33,35,0.21,3.25,7.2,0.4,6
10,0.9982,0.041,190,14.9,0.36,47,0.32,3.08,8.5,0.31,6
12.2,0.9914,0.038,190,2,0.3,39,0.18,3.32,6.9,0.37,6
11.8,0.9927,0.04,213,4.2,0.3,41,0.24,3.28,7,0.49,6
11.6,0.9918,0.043,175,2.2,0.29,35,0.26,3.38,6.3,0.43,6
10.2,0.9944,0.043,121,1.8,0.3,25,0.26,3.44,6.7,0.61,6
10.3,0.9969,0.033,208,11.1,0.36,43,0.29,3.14,7.9,0.46,5
9.6,0.9954,0.058,151,6.4,0.42,27,0.33,3.16,6.7,0.44,5
9.6,0.9955,0.057,148,6.4,0.42,25,0.31,3.16,6.7,0.45,5
11.3,0.9921,0.035,127,1.5,0.31,32,0.25,3.41,6.6,0.47,6
9.6,0.9998,0.056,179,16.95,0.29,48,0.26,3.45,6.8,0.4,5
10.6,0.9946,0.051,161,1.7,0.26,25,0.61,3.36,7,0.6,4
10.8,0.9939,0.037,120,6.1,0.3,31,0.2,3.24,7,0.51,5
10,0.995,0.061,178,3,0.37,25,0.18,3.22,7.9,0.51,6
10.1,0.9957,0.059,136,6.2,0.27,23,0.34,3.3,6.6,0.49,6
9.9,0.9921,0.044,142,1.5,0.32,19,0.27,3.1,6.8,0.43,6
9,0.9954,0.05,178,1.7,0.33,28,0.2,3.16,9.3,0.43,4
9.4,0.9933,0.043,69,1.8,0.27,24,0.23,3.38,5.8,0.31,6
10.8,0.9941,0.044,180,2.6,0.39,30,0.2,3.46,7.6,0.44,7
11.5,0.9912,0.04,148,1.6,0.34,43,0.18,3.32,6.5,0.59,8
9.3,0.9952,0.064,152,4.6,0.22,55,0.17,3.29,6.9,0.37,6
11.8,0.9924,0.034,97,6.4,0.32,28,0.3,3.23,7,0.44,6
10,0.9986,0.045,212,14.5,0.44,68,0.445,3.48,7.6,0.36,6
11.4,0.9939,0.036,138,6.7,0.33,45,0.22,3.2,7.5,0.68,6
10.4,0.9929,0.031,99,1.1,0.3,40,0.23,2.94,9.2,0.3,6
9.5,0.9988,0.055,198,13.8,0.46,68,0.34,3.36,8.7,0.37,6
11.9,0.9906,0.031,111,2.5,0.04,48,0.545,3.14,6.6,0.32,5
11.1,0.9914,0.041,123,1.1,0.31,49,0.3,2.99,8.1,0.45,6
12,0.9928,0.042,178,4.6,0.36,56,0.32,3.29,8,0.47,6
8.7,0.9948,0.052,104,3.1,0.23,15,0.22,3.14,6.1,0.42,5
10,0.9946,0.054,101,1.8,0.38,19,0.15,3.24,7.5,0.44,5
11.4,0.9908,0.032,55,1.05,0.29,4,0.29,2.91,8.4,0.32,4
9.3,0.9982,0.042,169,10,0.36,33,0.3,3.23,8.3,0.51,6
9.1,0.9932,0.133,136,1.1,0.58,52,0.22,3.1,6.6,0.3,5
9.9,0.994,0.05,87,4.8,0.29,33,0.22,3.14,7.5,0.42,5
9.3,0.9982,0.042,169,10,0.36,33,0.3,3.23,8.3,0.51,6
10.9,0.9929,0.044,102,1.2,0.24,20,0.27,3.28,8,0.42,5
10.2,0.9924,0.056,135,1.5,0.27,45,0.17,3.2,6.1,0.43,6
9.7,0.9966,0.045,174,10.4,0.3,44,0.18,3.11,7.4,0.57,6
11.4,0.9921,0.046,153,2.5,0.28,40,0.16,3.38,6.7,0.51,7
9.5,0.9967,0.045,197,12.3,0.44,53,0.255,3.24,6.1,0.54,6
10.2,0.9934,0.049,141,1.4,0.25,43,0.23,3.42,7.4,0.54,7
11.1,0.9914,0.042,93,2.2,0.28,33,0.16,3.31,6.4,0.43,6
10.6,0.9926,0.038,53,1.2,0.28,12,0.21,2.8,9.6,0.46,5
9.3,0.99605,0.046,224,8.7,0.2,81,0.62,3.17,6.6,0.44,5
10.2,0.99435,0.042,181,5.4,0.19,67,0.28,3.31,6.4,0.35,6
10.2,0.9948,0.044,124,5.7,0.28,31,0.3,3.16,8,0.51,6
9.6,0.997,0.037,112,10.9,0.3,18,0.21,3.4,7.3,0.5,6
8.8,0.9967,0.056,215,8.6,0.23,56,0.29,3.17,6.9,0.44,5
8.8,0.9961,0.054,209,7.7,0.26,56,0.32,3.17,6.6,0.45,5
8.9,0.9955,0.051,179,1.7,0.22,50,0.32,3.28,7.4,0.69,5
10,0.9922,0.048,144,1.4,0.07,58,0.37,3.17,6.6,0.38,5
12.2,0.9918,0.046,102,4.5,0.28,33,0.43,3.16,7.7,0.56,7
10.9,0.9955,0.059,181,9.9,0.26,33,0.39,3.04,7.8,0.42,6
9.5,0.9941,0.041,141,1.4,0.26,40,0.18,3.34,6.5,0.72,6
10.9,0.9955,0.059,181,9.9,0.26,33,0.39,3.04,7.8,0.42,6
10.8,0.9924,0.054,99,3,0.28,33,0.19,3.16,6.9,0.4,6
12,0.9973,0.03,135,19.6,1,28,0.49,3.24,7.7,0.4,6
9.8,0.999,0.069,163,14,0.35,42,0.25,3.56,6.6,0.47,5
9.8,0.9953,0.052,150,5.4,0.31,47,0.17,3.24,8.4,0.38,5
10.5,0.9945,0.051,200,1.8,0.37,13,0.32,3.49,6.1,0.44,4
11.4,0.9945,0.034,142,9.25,0.26,73,0.21,3.05,8.5,0.37,6
10.1,0.9957,0.067,100,1.5,0.4,17,0.45,3.27,8.7,0.57,6
12.1,0.9909,0.033,158,2.1,0.3,50,0.26,3.33,7.2,0.43,7
12,0.9939,0.035,122,7.6,0.29,37,0.36,3.16,8.2,0.34,5
9.1,0.9954,0.042,176,1.4,0.3,26,0.16,3.15,9.4,0.46,5
9.3,0.9943,0.054,117,1.6,0.24,25,0.33,3.36,6.4,0.5,5
10.4,0.993,0.056,153,1.4,0.36,21,0.22,3.2,7.8,0.53,6
9.1,1.0002,0.062,187,17.95,0.31,42,0.35,3.27,7.4,0.64,5
9.4,0.9946,0.064,120,2,0.24,23,0.37,3.32,6.6,0.54,5
9.6,0.9953,0.061,149,6.3,0.41,22,0.37,3.16,6.7,0.47,6
11.3,0.9936,0.039,128,9.05,0.27,37,0.25,3.27,6.9,0.34,8
9.9,0.9956,0.04,162,7.1,0.21,35,0.26,3.39,6.4,0.58,6
9.3,0.9966,0.049,191,10.2,0.22,57,0.3,3.08,7.6,0.4,6
8.7,0.9984,0.073,173,15.4,0.29,56,0.23,3.06,6.8,0.41,6
9.9,0.9956,0.04,162,7.1,0.21,35,0.26,3.39,6.4,0.58,6
9.3,0.9966,0.049,191,10.2,0.22,57,0.3,3.08,7.6,0.4,6
9.4,0.9974,0.065,119,12.4,0.39,29,0.33,3.16,7.5,0.39,5
9.4,0.9944,0.046,116,3.4,0.2,9,0.38,3.15,7.6,0.41,5
8.8,1.0008,0.053,184,15,0.43,60,0.2,3.28,8.8,0.79,6
9.4,0.9974,0.065,119,12.4,0.39,29,0.33,3.16,7.5,0.39,5
8.8,1.0008,0.053,184,15,0.43,60,0.2,3.28,8.8,0.79,6
9.9,0.9928,0.049,184,1.5,0.21,39,0.36,3.18,6.6,0.41,6
9.4,0.9944,0.046,116,3.4,0.2,9,0.38,3.15,7.6,0.41,5
12.6,0.9908,0.042,72,4.8,0.24,24,0.46,3.29,5.6,0.37,6
11.1,0.9917,0.038,110,1.2,0.38,18,0.15,3.19,7.2,0.43,6
12.8,0.9911,0.03,100,4.1,0.29,31,0.42,3,8.2,0.32,7
12,0.9953,0.029,131,13.9,0.3,34,0.27,3.36,6.7,0.5,7
9.2,0.9932,0.034,114,0.8,0,46,0.5,3.19,7.2,0.34,4
12.3,0.9896,0.032,96,1,0.29,27,0.26,3.38,6,0.44,6
13,0.9889,0.032,131,1.2,0.28,38,0.33,3.19,6.8,0.41,6
12,0.9912,0.038,164,2.8,0.35,10,0.3,3.09,6.8,0.53,6
10.9,0.9926,0.035,110,1.7,0.31,23,0.29,3.07,7.4,0.38,5
12.8,0.9911,0.03,100,4.1,0.29,31,0.42,3,8.2,0.32,7
10,0.9964,0.054,231,6.3,0.24,34,0.19,3.36,7.3,0.54,6
9,0.9974,0.033,165,11.5,0.12,35,0.32,3.22,6.5,0.32,5
10.4,0.9944,0.034,84,1.5,0.4,13,0.32,3.42,7.1,0.6,5
10,0.9964,0.054,231,6.3,0.24,34,0.19,3.36,7.3,0.54,6
11.3,0.9948,0.031,167,11.2,0.24,41,0.44,3.12,7.7,0.43,7
11.3,0.9948,0.031,167,11.2,0.24,41,0.44,3.12,7.7,0.43,7
12,0.9953,0.03,153,15.1,0.24,34,0.49,3.13,7.4,0.51,7
12,0.9953,0.03,153,15.1,0.24,34,0.49,3.13,7.4,0.51,7
10.6,0.9949,0.044,160,5.6,0.3,43,0.21,3.6,6.4,0.41,6
9.3,0.9988,0.211,213,12.6,0.42,37,0.55,2.99,8,0.56,5
11,0.992,0.037,102,2.2,0.29,37,0.24,3.27,7.2,0.64,7
9.3,0.9984,0.052,247,11,0.36,53,0.34,3.44,6.5,0.55,6
9.4,0.9954,0.123,104,5.7,0.23,27,0.19,3.04,7,0.54,6
11,0.992,0.037,102,2.2,0.29,37,0.24,3.27,7.2,0.64,7
12.3,0.991,0.029,94,4.7,0.46,21,0.34,3.29,6.1,0.62,6
9,0.998,0.049,157,11.5,0.2,44,0.44,3.27,7.4,0.44,5
9,0.9966,0.041,180,7.9,0.58,62,0.26,3.07,7.6,0.38,5
9,0.998,0.049,157,11.5,0.2,44,0.44,3.27,7.4,0.44,5
11,0.9925,0.046,181,1.6,0.25,50,0.25,3.2,7.1,0.42,7
12.3,0.991,0.029,94,4.7,0.46,21,0.34,3.29,6.1,0.62,6
10.4,0.9934,0.049,127,1.6,0.31,36,0.18,3.6,6.4,0.67,7
10.3,0.9955,0.058,107,2.4,0.39,16,0.27,3.28,8.3,0.59,5
9.8,0.9981,0.053,197,14,0.28,83,0.22,3.14,8,0.45,6
10,0.9968,0.056,181,1.6,0.42,34,0.91,3.11,10,0.46,4
9.7,0.9946,0.056,176,1.6,0.34,13,0.34,3.14,8.9,0.47,5
9.7,0.9946,0.056,171,1.4,0.34,14,0.33,3.13,8.9,0.47,5
9.8,0.9981,0.053,197,14,0.28,83,0.22,3.14,8,0.45,6
10,0.997,0.054,186,10.2,0.28,78,0.2,3.14,7.8,0.46,6
9.5,0.9958,0.049,202,7.8,0.3,57,0.28,3.24,6.6,0.39,5
10.5,0.994,0.042,122,2.4,0.3,25,0.25,3.43,7.1,0.61,6
10.2,0.9958,0.255,142,8.3,0.44,28,0.36,3.12,7.6,0.43,6
9.8,0.9984,0.05,199,13.9,0.25,45,0.27,3.34,7.6,0.5,6
11.6,0.9948,0.031,137,13.8,0.28,34,0.37,3.1,6.9,0.37,6
10.3,0.9924,0.049,163,1.8,0.21,35,0.19,3.31,6.3,0.5,6
8.9,0.9976,0.047,166,16.05,0.2,26,0.33,3.09,5.8,0.46,5
10.4,0.9921,0.032,78,1.2,0.36,21,0.2,3.08,8,0.37,6
8.7,0.9986,0.043,248,14,0.26,41,0.25,3.03,8,0.57,6
9.2,0.9991,0.045,213,14.3,0.42,45,0.3,3.18,7.7,0.63,5
9.2,0.9991,0.045,213,14.3,0.42,45,0.3,3.18,7.7,0.63,5
9.2,0.9991,0.045,213,14.3,0.42,45,0.3,3.18,7.7,0.63,5
10.2,0.9948,0.029,124,7.9,0.32,34,0.22,3.4,6.4,0.39,5
9,0.993,0.036,107,1,0.02,39,0.53,3.2,7,0.32,5
9.7,0.9988,0.05,178,13.6,0.41,41,0.24,3.37,7.3,0.43,5
10,0.9932,0.036,112,1.3,0.4,24,0.15,3.14,7.6,0.76,5
9.1,0.9989,0.045,197,13.7,0.41,44,0.33,3.18,7.6,0.64,5
8.7,1,0.046,142,18.3,0.31,40,0.24,3.3,6.8,0.41,5
8.7,1,0.046,142,18.3,0.31,40,0.24,3.3,6.8,0.41,5
9.5,0.9952,0.056,161,6.5,0.44,31,0.35,3.14,6.8,0.44,5
8.9,0.9966,0.037,166,8.1,0.67,53,0.29,2.9,7.5,0.41,6
9.9,0.9976,0.053,89,8.6,0.41,15,0.31,3.29,7.2,0.64,6
12.6,0.99,0.03,104,1.9,0.31,41,0.44,3.29,6.7,0.62,7
9.7,0.9988,0.033,166,14.1,0.27,45,0.23,2.72,10,0.43,6
10.4,0.9942,0.039,118,7.9,0.3,14,0.21,2.96,7.4,0.34,5
10.4,0.9932,0.04,106,1.2,0.27,25,0.34,3.01,7.8,0.55,5
9.5,0.9969,0.039,212,10.3,0.33,73,0.26,2.93,7.9,0.49,6
8.9,0.9966,0.037,166,8.1,0.67,53,0.29,2.9,7.5,0.41,6
12,0.9916,0.029,158,2.7,0.3,64,0.37,3.12,7.9,0.59,7
12.5,0.9914,0.038,98,5.7,0.36,26,0.36,2.93,7.2,0.59,7
9.6,0.9966,0.062,126,9.3,0.34,40,0.13,3.21,7.6,0.39,5
11.7,0.9939,0.036,112,8.5,0.27,20,0.3,2.96,7.9,0.46,6
9.6,0.9953,0.049,153,2.1,0.3,21,0.23,3.09,8.3,0.5,6
12,0.9906,0.033,135,3.5,0.3,27,0.43,3,6.8,0.37,6
12.5,0.9914,0.038,98,5.7,0.36,26,0.36,2.93,7.2,0.59,7
9.9,0.9926,0.041,71,1.3,0.26,20,0.18,3.04,7.1,0.74,6
9,0.9994,0.049,189,13.7,0.5,56,0.22,3.24,7.3,0.66,6
10.2,0.9976,0.052,158,11.1,0.33,52.5,0.26,3.03,8.1,0.49,7
9.6,0.9966,0.062,126,9.3,0.34,40,0.13,3.21,7.6,0.39,5
9.4,0.9953,0.055,127,4.9,0.19,27,0.12,3.29,7,0.41,5
10.4,0.9923,0.028,59,1.7,0.27,10,0.37,2.97,8.2,0.48,5
10.4,0.993,0.032,106,1.6,0.36,6,0.26,3.15,7.6,0.4,4
10,0.9931,0.204,97,1.4,0.58,15,0.2,3.16,6.3,0.43,6
10,0.9932,0.208,96,1.4,0.57,14,0.22,3.16,6.3,0.43,6
10.5,0.9926,0.052,169,1.6,0.28,46,0.25,3.05,7.1,0.41,5
11.4,0.9938,0.047,193,6.8,0.32,47,0.27,3.23,7,0.39,6
10.4,0.9974,0.043,228,10.5,0.34,49,0.27,3.04,9.2,0.41,6
11,0.9924,0.047,307.5,2,0.22,146.5,0.49,3.24,7.1,0.37,3
10.1,0.9948,0.042,93,6.2,0.23,15,0.71,2.89,9.2,0.34,6
9.2,0.9964,0.083,182,8.3,0.65,27,0.47,3,7.2,0.35,5
10.2,0.9966,0.036,172,9.7,0.33,46,0.34,3.08,8.8,0.4,5
10.4,0.9974,0.043,228,10.5,0.34,49,0.27,3.04,9.2,0.41,6
11.1,0.9938,0.08,172,4.6,0.27,34,0.13,3.23,7.3,0.39,7
9.9,0.9928,0.031,84,1.2,0.35,27,0.16,3.33,7.2,0.34,5
9,0.9959,0.052,143,7.6,0.32,35,0.31,3.14,6.8,0.38,5
8.6,1.0001,0.052,256,15,0.57,35,0.36,2.93,8.3,0.64,5
8.6,1.0001,0.052,256,15,0.57,35,0.36,2.93,8.3,0.64,5
9.5,0.9968,0.041,195,11.6,0.44,48,0.25,3.18,6.3,0.52,5
9,0.9932,0.051,197,1.1,0.42,61,0.45,3.02,6,0.4,5
10,0.9954,0.049,152,7.8,0.3,39,0.26,2.99,8.1,0.58,6
9,0.9992,0.066,158,12,0.32,57,0.22,3.6,6.4,0.43,6
9,0.9932,0.051,197,1.1,0.42,61,0.45,3.02,5.7,0.4,5
9.6,0.9952,0.054,160,6.7,0.44,29,0.31,3.04,6.7,0.44,5
13,0.9925,0.028,142,8.2,0.36,29,0.31,3.01,8.1,0.34,7
9.7,0.9996,0.036,219,17.2,0.13,49,0.25,2.96,8,0.46,5
9.2,0.9966,0.058,89,7.2,0.32,22,0.12,3.29,7,0.38,6
8.7,1.0017,0.056,238,16.6,0.55,53,0.32,2.96,7.4,0.58,6
10.1,0.993,0.024,91,1,0.31,13,0.17,2.79,8.5,0.37,5
9.5,0.9959,0.039,123,1.3,0.47,21,0.21,2.9,9.5,0.64,5
9.9,0.9958,0.041,99,1.4,0.48,11,0.21,3.17,8.2,0.57,5
9,0.9958,0.046,173,6.9,0.42,50,0.31,3.19,6.8,0.46,5
8.6,0.9979,0.076,163,13.3,0.28,50,0.27,3.03,6.8,0.38,6
9.5,0.997,0.044,186,9.2,0.35,53,0.23,3.09,8,0.56,7
10.1,0.9934,0.047,142,1.4,0.31,41,0.2,3.43,7.6,0.53,6
11.7,0.9927,0.03,164,3.2,0.3,49,0.41,3.53,6.3,0.79,7
10.7,0.9944,0.036,116,2.5,0.43,32,0.49,3.23,8.3,0.47,6
11.7,0.9927,0.03,164,3.2,0.3,49,0.41,3.53,6.3,0.79,7
9.2,0.9963,0.086,133,4.5,0.26,37,0.2,3.15,7.6,0.42,5
8.8,1.0011,0.084,139,18.35,0.26,33,0.26,3.17,7.5,0.39,5
8.8,1.0011,0.084,139,18.35,0.26,33,0.26,3.17,7.5,0.39,5
10.2,0.9973,0.057,208,7,0.37,35,0.28,3.57,6.8,0.55,5
9.1,0.9966,0.048,143,6.3,0.27,30,0.2,3.25,8.4,0.5,6
10.5,0.9932,0.044,103,1.2,0.26,23,0.33,3.19,7.9,0.54,6
9,0.9984,0.042,184,12.8,0.5,57,0.38,3.09,7.5,0.46,6
8.9,0.999,0.056,212.5,14.2,0.3,53,0.2,3.14,7.6,0.46,8
8.9,0.999,0.056,212.5,14.2,0.3,53,0.2,3.14,7.6,0.46,8
8.9,0.999,0.056,212.5,14.2,0.3,53,0.2,3.14,7.6,0.46,8
8.9,0.999,0.056,212.5,14.2,0.3,53,0.2,3.14,7.6,0.46,8
8.9,0.999,0.056,212.5,14.2,0.3,53,0.2,3.14,7.6,0.46,8
9.1,1.0006,0.049,181,16.65,0.58,48,0.19,3.2,8.1,0.62,6
10.1,0.9937,0.047,151,1.9,0.41,27,0.16,3.2,7.6,0.53,6
10,0.9954,0.043,176,7.7,0.28,57,0.22,3.12,8.1,0.55,5
12.3,0.9912,0.034,102,3.3,0.3,30,0.33,3.08,7.1,0.31,7
9.1,0.9939,0.054,110,1.1,0.27,5,0.43,3.24,6.4,0.52,4
8.9,0.999,0.056,212.5,14.2,0.3,53,0.2,3.14,7.6,0.46,8
11.6,0.9926,0.053,180,5.25,0.22,33,0.3,3.13,7.4,0.45,6
8.8,0.9994,0.043,168,14.6,0.33,47,0.28,3.34,7,0.67,6
8.8,0.9994,0.043,168,14.6,0.33,47,0.28,3.34,7,0.67,6
8.9,1.0004,0.055,170,11.8,0.38,51,0.2,3.34,8.4,0.82,6
9,1.0002,0.055,197,17.3,0.31,32,0.18,3.13,7.3,0.46,6
10,0.9922,0.038,147,1.3,0.08,58,0.31,3.18,6.7,0.46,5
11.6,0.9926,0.053,180,5.25,0.22,33,0.3,3.13,7.4,0.45,6
10.6,0.9941,0.043,178,2.4,0.31,58,0.26,3.42,7.4,0.68,6
8.8,0.9994,0.043,168,14.6,0.33,47,0.28,3.34,7,0.67,6
8.9,1.0004,0.055,170,11.8,0.38,51,0.2,3.34,8.4,0.82,6
10.1,0.9924,0.038,84,1.5,0.31,16,0.18,3.34,5.6,0.58,6
10,0.9948,0.043,159,1.8,0.39,21,0.15,3.52,7.2,0.47,5
12.2,0.9935,0.034,98,7.7,0.33,27,0.4,3.18,8,0.41,7
11,0.9918,0.035,95,2,0.56,20,0.25,3.23,7,0.53,6
10,0.9948,0.043,159,1.8,0.39,21,0.15,3.52,7.2,0.47,5
11.1,0.9924,0.064,160,1.4,0.46,37,0.18,3.37,6.8,0.45,5
10.4,0.9979,0.046,133,16.7,0.22,38,0.32,3.22,6.6,0.67,6
11.8,0.993,0.026,71,8.1,0.3,14,0.55,2.94,9,0.36,5
10.8,0.994,0.028,84,8,0.39,22,0.19,3.11,6.9,0.66,6
11.6,0.9922,0.049,136,2.1,0.34,12,0.2,3.25,7,0.46,7
10.4,0.9979,0.046,133,16.7,0.22,38,0.32,3.22,6.6,0.67,6
11.5,0.9937,0.05,163,6.4,0.34,36,0.26,3.19,7.7,0.7,6
10.1,0.9928,0.051,142,1.5,0.28,46,0.21,3.23,6.3,0.42,6
10.1,0.9928,0.051,142,1.5,0.28,46,0.21,3.23,6.3,0.42,6
10.1,0.9925,0.179,60,1.7,0.4,5,0.26,3.09,6.4,0.54,5
8.9,0.9958,0.046,180,8.1,0.15,51,0.32,3.13,6.9,0.45,5
9.2,0.9965,0.04,215,7.6,0.39,45,0.34,3.11,7.6,0.53,6
11,0.9951,0.034,145,2.3,0.41,22,0.42,3.06,9.5,0.52,6
10.7,0.9944,0.042,160,6.5,0.26,32,0.29,3.14,7.6,0.47,5
10.8,0.9916,0.024,101,1.4,0.2,29,0.25,3.24,6.5,0.54,6
9.8,0.9987,0.049,183,12.7,0.33,50,0.23,3.41,7.2,0.4,5
11,0.9928,0.038,124,1.6,0.36,11,0.35,3.25,7.9,0.48,5
10.4,0.9926,0.018,72,1.1,0.28,18,0.2,2.97,8.8,0.35,5
10.7,0.9944,0.042,160,6.5,0.26,32,0.29,3.14,7.6,0.47,5
9,0.9949,0.029,104,4.6,0.27,22,0.14,3.34,5.5,0.44,5
10.6,0.9926,0.042,71,0.6,0.35,11,0.24,3.08,8.7,0.38,5
9.5,0.997,0.032,212,10.6,0.45,56,0.3,3.22,6.7,0.59,6
9,0.9949,0.029,104,4.6,0.27,22,0.14,3.34,5.5,0.44,5
9.2,0.9948,0.028,104,4.8,0.27,22,0.13,3.34,5.6,0.45,6
11,0.992,0.03,107,2.7,0.34,30,0.18,2.97,7.4,0.53,6
9.9,0.9964,0.034,115,12.6,0.04,22,0.385,3.28,5.7,0.63,6
10.6,0.9926,0.042,71,0.6,0.35,11,0.24,3.08,8.7,0.38,5
9.3,0.9982,0.046,126,9.2,0.43,22,0.33,3.38,8.3,0.47,5
9.6,0.9955,0.052,156,6.6,0.44,28,0.34,3.14,6.8,0.41,5
9.5,0.9955,0.05,155,7,0.44,29,0.33,3.14,6.8,0.42,5
9.7,0.9958,0.031,172,8.45,0.24,32,0.28,3.39,6.3,0.57,7
9.7,0.9997,0.034,123,11.1,0.38,15,0.23,2.93,11.8,0.55,3
8.7,1.0001,0.042,146,18.15,0.27,41,0.21,3.3,6.8,0.36,5
8.7,1.0001,0.042,146,18.15,0.27,41,0.21,3.3,6.8,0.36,5
12.4,0.9918,0.026,101,4.1,0.29,19,0.485,3.01,8.6,0.38,5
12.4,0.9918,0.026,101,4.1,0.29,19,0.485,3.01,8.6,0.38,5
10.6,0.9931,0.029,155,4.6,0.29,27,0.29,3.07,7.3,0.26,6
8.7,1.0001,0.042,146,18.15,0.27,41,0.21,3.3,6.8,0.36,5
12,0.9926,0.031,151,4.9,0.31,20,0.31,3.36,6.7,0.82,7
8.8,0.9932,0.04,169,1.4,0.46,31,0.46,3.13,5.7,0.47,5
10.8,0.9925,0.036,96,1.8,0.33,23,0.23,3.32,6.7,0.4,6
9.5,0.9952,0.042,180,4.9,0.28,51,0.22,3.3,6.6,0.75,6
9.9,0.9934,0.05,127,1.8,0.28,21,0.27,3.15,7.8,0.44,5
10.2,0.9939,0.051,142,4.3,0.29,25,0.28,3.16,7.7,0.39,5
9.1,0.9948,0.057,173,1.3,0.3,25,0.34,3.26,7.3,0.51,6
9.5,0.9953,0.043,164,5.6,0.27,43,0.23,3.27,6.6,0.76,5
9.8,0.9953,0.045,189,5.3,0.29,57,0.27,3.31,6.6,0.79,5
10.3,0.996,0.049,123,2.4,0.36,38,0.18,3.6,7.6,0.46,5
9.6,0.9948,0.039,124,1.6,0.32,10,0.36,3.3,6.8,0.67,5
10.2,0.9951,0.055,198,2.1,0.39,39,0.22,3.52,7,0.54,6
10.4,0.9962,0.044,117,7.1,0.32,17,0.45,3.32,7.4,0.41,4
9.6,0.9948,0.039,124,1.6,0.32,10,0.36,3.3,6.8,0.67,5
10.7,0.9959,0.046,95,10.7,0.14,18,0.42,3.22,7.5,0.33,5
10.5,0.9962,0.036,119,11.1,0.32,25,0.33,3.15,7.5,0.34,6
9.6,0.9948,0.053,150,1.6,0.32,47,0.17,3.29,7.9,0.76,6
9.6,0.9948,0.053,150,1.6,0.32,47,0.17,3.29,7.9,0.76,6
9.4,0.9942,0.049,153,1.5,0.31,48,0.17,3.12,8.3,0.58,6
9.6,0.9948,0.053,150,1.6,0.32,47,0.17,3.29,7.9,0.76,6
9.5,0.9958,0.045,176,7.7,0.19,53,0.24,3.17,7.2,0.38,5
9.4,0.9986,0.052,136,15.1,0.53,22,0.22,2.94,6.6,0.35,5
9.4,0.9986,0.052,136,15.1,0.53,22,0.22,2.94,6.6,0.35,5
9.3,0.9988,0.048,146,8.9,0.4,33,0.28,3.4,8.4,0.46,5
9.1,0.9953,0.05,129,6,0.34,5,0.32,3.19,6.8,0.4,5
10.6,0.9951,0.043,153,6.7,0.3,43,0.16,3.63,6,0.46,5
9.5,0.9983,0.046,145,12.3,0.33,31,0.24,3.36,6.7,0.4,5
12.4,0.9906,0.042,85,2.3,0.35,16,0.28,3.19,6.8,0.56,6
8.7,0.9981,0.047,237,11.1,0.3,28,0.34,3.18,6.2,0.49,5
8.8,0.9936,0.056,128,1.5,0.15,35,0.27,3.12,6,0.45,5
10.6,0.9951,0.043,153,6.7,0.3,43,0.16,3.63,6,0.46,5
9.1,0.9953,0.05,129,6,0.34,5,0.32,3.19,6.8,0.4,5
9,1.0005,0.057,234,15.2,0.47,40,0.24,3.02,8.5,0.66,5
10.3,0.9972,0.048,141,10.2,0.33,46,0.24,3.16,8.1,0.48,6
9.1,1,0.056,163,13.1,0.36,72,0.18,3.42,7.4,0.35,6
8.8,1.0001,0.05,138,17.1,0.25,44,0.22,3.3,6.5,0.37,5
9.5,0.9969,0.038,186,10.7,0.31,59,0.23,3.12,7.7,0.55,6
8.8,1.0001,0.05,138,17.1,0.25,44,0.22,3.3,6.5,0.37,5
10.8,0.993,0.04,117,1.2,0.32,26,0.26,3.21,7.7,0.56,5
12,0.9914,0.041,126,3.1,0.32,18,0.2,3.43,6.4,0.42,6
10.3,0.9941,0.033,122,1.5,0.36,14,0.16,3.2,8,0.39,4
9,0.9967,0.076,154,10.7,0.27,47,0.25,3.05,6.8,0.38,5
12.2,0.9918,0.035,109,4.9,0.28,36,0.39,3.19,7.7,0.58,7
9,0.9967,0.076,154,10.7,0.27,47,0.25,3.05,6.8,0.38,5
